date_confirmation,country,new_cases,cumulative_cases,new_deaths,cumulative_deaths
2021-02-24,South Africa,998,1505586,263,49413
2021-02-25,South Africa,1862,1507448,110,49523
2021-02-26,South Africa,1676,1509124,144,49667
2021-02-27,South Africa,1654,1510778,117,49784
2021-02-28,South Africa,1447,1512225,157,49941
2021-03-01,South Africa,1168,1513393,52,49993
2021-03-02,South Africa,566,1513959,84,50077
2021-03-03,South Africa,856,1514815,194,50271
2021-03-04,South Africa,1447,1516262,95,50366
2021-03-05,South Africa,1404,1517666,96,50462
2021-03-06,South Africa,1313,1518979,104,50566
2021-03-07,South Africa,1227,1520206,81,50647
2021-03-08,South Africa,862,1521068,31,50678
2021-03-09,South Africa,638,1521706,125,50803
2021-03-10,South Africa,991,1522697,103,50906
2021-03-11,South Africa,1477,1524174,109,51015
2021-03-12,South Africa,1474,1525648,95,51110
2021-03-13,South Africa,1225,1526873,69,51179
2021-03-14,South Africa,1541,1528414,82,51261
2021-03-15,South Africa,1006,1529420,65,51326
2021-03-16,South Africa,613,1530033,95,51421
2021-03-17,South Africa,933,1530966,139,51560
2021-03-18,South Africa,1531,1532497,74,51634
2021-03-19,South Africa,1464,1533961,90,51724
2021-03-20,South Africa,1462,1535423,311,52035
2021-03-21,South Africa,1378,1536801,47,52082
2021-03-22,South Africa,1051,1537852,29,52111
2021-03-23,South Africa,599,1538451,85,52196
2021-03-24,South Africa,510,1538961,55,52251
2021-03-25,South Africa,1048,1540009,121,52372
2021-03-26,South Africa,1554,1541563,163,52535
2021-03-27,South Africa,1516,1543079,67,52602
2021-03-28,South Africa,1387,1544466,46,52648
2021-03-29,South Africa,965,1545431,15,52663
2021-03-30,South Africa,548,1545979,47,52710
2021-03-31,South Africa,756,1546735,78,52788
2021-04-01,South Africa,1422,1548157,58,52846
2021-04-02,South Africa,1294,1549451,51,52897
2021-04-03,South Africa,1273,1550724,49,52946
2021-04-04,South Africa,777,1551501,8,52954
2021-04-05,South Africa,463,1551964,33,52987
2021-04-06,South Africa,452,1552416,8,52995
2021-04-07,South Africa,437,1552853,37,53032
2021-04-08,South Africa,756,1553609,79,53111
2021-04-09,South Africa,1366,1554975,62,53173
2021-04-10,South Africa,1267,1556242,53,53226
2021-04-11,South Africa,1285,1557527,30,53256
2021-04-12,South Africa,931,1558458,66,53322
2021-04-13,South Africa,655,1559113,34,53356
2021-04-14,South Africa,847,1559960,67,53423
2021-04-15,South Africa,1599,1561559,75,53498
2021-04-16,South Africa,1372,1562931,73,53571
2021-04-17,South Africa,1424,1564355,92,53663
2021-04-18,South Africa,1325,1565680,48,53711
2021-04-19,South Africa,1089,1566769,25,53736
2021-04-20,South Africa,744,1567513,21,53757
2021-04-21,South Africa,853,1568366,130,53887
2021-04-22,South Africa,1569,1569935,53,53940
2021-04-23,South Africa,1413,1571348,55,53995
2021-04-24,South Africa,1637,1572985,71,54066
2021-04-25,South Africa,1385,1574370,59,54125
2021-04-26,South Africa,1101,1575471,23,54148
2021-04-27,South Africa,849,1576320,38,54186
2021-04-28,South Africa,880,1577200,51,54237
2021-04-29,South Africa,1250,1578450,48,54285
2021-04-30,South Africa,1086,1579536,46,54331
2021-05-01,South Africa,1674,1581210,19,54350
2021-05-02,South Africa,1632,1582842,56,54406
2021-05-03,South Africa,1222,1584064,11,54417
2021-05-04,South Africa,897,1584961,35,54452
2021-05-05,South Africa,1187,1586148,59,54511
2021-05-06,South Africa,2073,1588221,46,54557
2021-05-07,South Africa,2149,1590370,63,54620
2021-05-08,South Africa,2256,1592626,67,54687
2021-05-09,South Africa,2191,1594817,37,54724
2021-05-10,South Africa,1778,1596595,11,54735
2021-05-11,South Africa,1129,1597724,90,54825
2021-05-12,South Africa,1548,1599272,71,54896
2021-05-13,South Africa,2759,1602031,72,54968
2021-05-14,South Africa,3221,1605252,44,55012
2021-05-15,South Africa,3141,1608393,112,55124
2021-05-16,South Africa,2750,1611143,59,55183
2021-05-17,South Africa,2585,1613728,27,55210
2021-05-18,South Africa,1757,1615485,50,55260
2021-05-19,South Africa,2355,1617840,80,55340
2021-05-20,South Africa,3522,1621362,167,55507
2021-05-21,South Africa,3641,1625003,61,55568
2021-05-22,South Africa,3332,1628335,151,55719
2021-05-23,South Africa,4236,1632571,53,55772
2021-05-24,South Africa,2894,1635465,30,55802
2021-05-25,South Africa,2383,1637848,72,55874
2021-05-26,South Africa,3084,1640932,102,55976
2021-05-27,South Africa,4623,1645555,101,56077
2021-05-28,South Africa,4424,1649979,93,56170
2021-05-29,South Africa,4576,1654555,123,56293
2021-05-30,South Africa,4515,1659070,70,56363
2021-05-31,South Africa,3755,1662825,76,56439
2021-06-01,South Africa,2792,1665617,67,56506
2021-06-02,South Africa,3614,1669231,95,56601
2021-06-03,South Africa,5782,1675013,110,56711
2021-06-04,South Africa,5360,1680373,54,56765
2021-06-05,South Africa,5668,1686041,67,56832
2021-06-06,South Africa,5450,1691491,97,56929
2021-06-07,South Africa,5073,1696564,45,56974
2021-06-08,South Africa,3285,1699849,89,57063
2021-06-09,South Africa,4209,1704058,120,57183
2021-06-10,South Africa,8881,1712939,127,57310
2021-06-11,South Africa,9147,1722086,100,57410
2021-06-12,South Africa,8020,1730106,181,57591
2021-06-13,South Africa,9319,1739425,62,57653
2021-06-14,South Africa,7657,1747082,78,57731
2021-06-15,South Africa,5548,1752630,153,57884
2021-06-16,South Africa,8436,1761066,157,58041
2021-06-17,South Africa,13246,1774312,77,58118
2021-06-18,South Africa,11767,1786079,205,58323
2021-06-19,South Africa,10510,1796589,118,58441
2021-06-20,South Africa,13575,1810164,149,58590
2021-06-21,South Africa,13155,1823319,112,58702
2021-06-22,South Africa,9160,1832479,93,58795
2021-06-23,South Africa,11093,1843572,297,59092
2021-06-24,South Africa,17493,1861065,166,59258
2021-06-25,South Africa,16078,1877143,148,59406
2021-06-26,South Africa,18762,1895905,215,59621
2021-06-27,South Africa,17956,1913861,157,59778
2021-06-28,South Africa,15036,1928897,122,59900
2021-06-29,South Africa,12222,1941119,138,60038
2021-06-30,South Africa,13347,1954466,226,60264
2021-07-01,South Africa,19506,1973972,383,60647
2021-07-02,South Africa,21584,1995556,382,61029
2021-07-03,South Africa,24270,2019826,303,61332
2021-07-04,South Africa,26485,2046311,175,61507
2021-07-05,South Africa,16585,2062896,333,61840
2021-07-06,South Africa,12513,2075409,331,62171
2021-07-07,South Africa,15500,2090909,457,62628
2021-07-08,South Africa,21427,2112336,411,63039
2021-07-09,South Africa,22910,2135246,460,63499
2021-07-10,South Africa,22441,2157687,374,63873
2021-07-11,South Africa,21610,2179297,265,64138
2021-07-12,South Africa,16302,2195599,151,64289
2021-07-13,South Africa,11182,2206781,220,64509
2021-07-14,South Africa,12535,2219316,633,65142
2021-07-15,South Africa,17489,2236805,453,65595
2021-07-16,South Africa,16435,2253240,377,65972
2021-07-17,South Africa,15939,2269179,413,66385
2021-07-18,South Africa,14701,2283880,291,66676
2021-07-19,South Africa,11215,2295095,183,66859
2021-07-20,South Africa,7209,2302304,221,67080
2021-07-21,South Africa,8928,2311232,596,67676
2021-07-22,South Africa,16240,2327472,516,68192
2021-07-23,South Africa,14858,2342330,433,68625
2021-07-24,South Africa,13719,2356049,450,69075
2021-07-25,South Africa,12056,2368105,413,69488
2021-07-26,South Africa,9718,2377823,287,69775
2021-07-27,South Africa,5667,2383490,243,70018
2021-07-28,South Africa,7733,2391223,370,70388
2021-07-29,South Africa,17302,2408525,520,70908
2021-07-30,South Africa,13626,2422151,523,71431
2021-07-31,South Africa,12885,2435036,248,71679
2021-08-01,South Africa,12418,2447454,334,72013
2021-08-02,South Africa,8730,2456184,178,72191
2021-08-03,South Africa,5574,2461758,246,72437
2021-08-04,South Africa,8988,2470746,555,72992
2021-08-05,South Africa,13263,2484009,423,73415
2021-08-06,South Africa,13646,2497655,458,73873
2021-08-07,South Africa,13523,2511178,479,74352
2021-08-08,South Africa,12310,2523488,271,74623
2021-08-09,South Africa,9978,2533466,190,74813
2021-08-10,South Africa,6756,2540222,199,75012
2021-08-11,South Africa,6540,2546762,189,75201
2021-08-12,South Africa,7478,2554240,573,75774
2021-08-13,South Africa,14271,2568511,473,76247
2021-08-14,South Africa,13916,2582427,384,76631
2021-08-15,South Africa,13020,2595447,238,76869
2021-08-16,South Africa,10139,2605586,272,77141
2021-08-17,South Africa,7983,2613569,299,77440
2021-08-18,South Africa,10685,2624254,553,77993
2021-08-19,South Africa,14727,2638981,384,78377
2021-08-20,South Africa,13671,2652652,317,78694
2021-08-21,South Africa,14312,2666964,289,78983
2021-08-22,South Africa,13261,2680225,268,79251
2021-08-23,South Africa,10748,2690973,170,79421
2021-08-24,South Africa,7632,2698605,163,79584
2021-08-25,South Africa,10346,2708951,369,79953
2021-08-26,South Africa,13251,2722202,516,80469
2021-08-27,South Africa,12771,2734973,357,80826
2021-08-28,South Africa,12045,2747018,361,81187
2021-08-29,South Africa,10173,2757191,274,81461
2021-08-30,South Africa,7740,2764931,134,81595
2021-08-31,South Africa,5644,2770575,235,81830
2021-09-01,South Africa,7084,2777659,431,82261
2021-09-02,South Africa,9544,2787203,235,82496
2021-09-03,South Africa,9202,2796405,418,82914
2021-09-04,South Africa,9199,2805604,247,83161
2021-09-05,South Africa,8410,2814014,182,83343
2021-09-06,South Africa,5931,2819945,76,83419
2021-09-07,South Africa,4118,2824063,198,83617
2021-09-08,South Africa,5372,2829435,282,83899
2021-09-09,South Africa,7338,2836773,253,84152
2021-09-10,South Africa,6269,2843042,175,84327
2021-09-11,South Africa,5883,2848925,281,84608
2021-09-12,South Africa,5309,2854234,143,84751
2021-09-13,South Africa,3961,2858195,126,84877
2021-09-14,South Africa,2640,2860835,125,85002
2021-09-15,South Africa,3699,2864534,300,85302
2021-09-16,South Africa,4667,2869201,166,85468
2021-09-17,South Africa,4214,2873415,311,85779
2021-09-18,South Africa,3648,2877063,173,85952
2021-09-19,South Africa,3286,2880349,164,86116
2021-09-20,South Africa,2281,2882630,58,86174
2021-09-21,South Africa,1504,2884134,42,86216
2021-09-22,South Africa,2197,2886331,160,86376
2021-09-23,South Africa,2967,2889298,124,86500
2021-09-24,South Africa,2783,2892081,155,86655
2021-09-25,South Africa,2261,2894342,312,86967
2021-09-26,South Africa,1634,2895976,34,87001
2021-09-27,South Africa,967,2896943,51,87052
2021-09-28,South Africa,578,2897521,164,87216
2021-09-29,South Africa,1367,2898888,201,87417
2021-09-30,South Africa,2106,2900994,108,87525
2021-10-01,South Africa,1678,2902672,101,87626
2021-10-02,South Africa,1635,2904307,79,87705
2021-10-03,South Africa,1306,2905613,48,87753
2021-10-04,South Africa,809,2906422,27,87780
2021-10-05,South Africa,429,2906851,39,87819
2021-10-06,South Africa,768,2907619,103,87922
2021-10-07,South Africa,1149,2908768,59,87981
2021-10-08,South Africa,989,2909757,123,88104
2021-10-09,South Africa,924,2910681,132,88236
2021-10-10,South Africa,816,2911497,56,88292
2021-10-11,South Africa,648,2912145,25,88317
2021-10-12,South Africa,249,2912394,29,88346
2021-10-13,South Africa,544,2912938,83,88429
2021-10-14,South Africa,942,2913880,37,88466
2021-10-15,South Africa,947,2914827,40,88506
2021-10-16,South Africa,733,2915560,56,88562
2021-10-17,South Africa,619,2916179,25,88587
2021-10-18,South Africa,414,2916593,25,88612
2021-10-19,South Africa,210,2916803,7,88619
2021-10-20,South Africa,452,2917255,55,88674
2021-10-21,South Africa,591,2917846,80,88754
2021-10-22,South Africa,520,2918366,81,88835
2021-10-23,South Africa,517,2918883,56,88891
2021-10-24,South Africa,449,2919332,23,88914
2021-10-25,South Africa,300,2919632,11,88925
2021-10-26,South Africa,146,2919778,9,88934
2021-10-27,South Africa,331,2920109,53,88987
2021-10-28,South Africa,472,2920581,62,89049
2021-10-29,South Africa,533,2921114,55,89104
2021-10-30,South Africa,475,2921589,47,89151
2021-10-31,South Africa,297,2921886,12,89163
2021-11-01,South Africa,230,2922116,14,89177
2021-11-02,South Africa,106,2922222,2,89179
2021-11-03,South Africa,169,2922391,18,89197
2021-11-04,South Africa,344,2922735,23,89220
2021-11-05,South Africa,319,2923054,31,89251
2021-11-06,South Africa,339,2923393,44,89295
2021-11-07,South Africa,358,2923751,24,89319
2021-11-08,South Africa,205,2923956,13,89332
2021-11-09,South Africa,116,2924072,20,89352
2021-11-10,South Africa,245,2924317,35,89387
2021-11-11,South Africa,305,2924622,48,89435
2021-11-12,South Africa,356,2924978,17,89452
2021-11-13,South Africa,393,2925371,17,89469
2021-11-14,South Africa,306,2925677,7,89476
2021-11-15,South Africa,262,2925939,8,89484
2021-11-16,South Africa,136,2926075,5,89489
2021-11-17,South Africa,273,2926348,15,89504
2021-11-18,South Africa,566,2926914,11,89515
2021-11-19,South Africa,585,2927499,40,89555
2021-11-20,South Africa,789,2928288,7,89562
2021-11-21,South Africa,887,2929175,10,89572
2021-11-22,South Africa,687,2929862,2,89574
2021-11-23,South Africa,312,2930174,10,89584
2021-11-24,South Africa,18586,2948760,51,89635
2021-11-25,South Africa,1275,2950035,22,89657
2021-11-26,South Africa,2465,2952500,114,89771
2021-11-27,South Africa,2828,2955328,12,89783
2021-11-28,South Africa,3220,2958548,8,89791
2021-11-29,South Africa,2858,2961406,6,89797
2021-11-30,South Africa,2273,2963679,25,89822
2021-12-01,South Africa,4373,2968052,21,89843
2021-12-02,South Africa,8561,2976613,28,89871
2021-12-03,South Africa,11535,2988148,44,89915
2021-12-04,South Africa,16055,3004203,29,89944
2021-12-05,South Africa,16366,3020569,21,89965
2021-12-06,South Africa,11125,3031694,1,89966
2021-12-07,South Africa,6381,3038075,9,89975
2021-12-08,South Africa,13147,3051222,27,90002
2021-12-09,South Africa,19842,3071064,36,90038
2021-12-10,South Africa,22388,3093452,22,90060
2021-12-11,South Africa,19017,3112469,20,90080
2021-12-12,South Africa,17153,3129622,36,90116
2021-12-13,South Africa,37875,3167497,21,90137
2021-12-14,South Africa,13288,3180785,11,90148
2021-12-15,South Africa,23857,3204642,24,90172
2021-12-16,South Africa,26389,3231031,54,90226
2021-12-17,South Africa,24785,3255816,36,90262
2021-12-18,South Africa,20713,3276529,35,90297
2021-12-19,South Africa,16080,3292609,48,90345
2021-12-20,South Africa,15465,3308074,3,90348
2021-12-21,South Africa,8511,3316585,105,90453
2021-12-22,South Africa,15423,3332008,35,90488
2021-12-23,South Africa,21098,3353106,99,90587
2021-12-24,South Africa,21156,3374262,75,90662
2021-12-25,South Africa,18847,3393109,81,90743
2021-12-26,South Africa,14828,3407937,30,90773
2021-12-27,South Africa,5603,3413540,41,90814
2021-12-28,South Africa,3778,3417318,15,90829
2021-12-29,South Africa,7216,3424534,25,90854
2021-12-30,South Africa,9020,3433554,81,90935
2021-12-31,South Africa,12978,3446532,126,91061
2022-01-01,South Africa,11754,3458286,84,91145
2022-01-02,South Africa,9793,3468079,53,91198
2022-01-03,South Africa,4357,3472436,30,91228
2022-01-04,South Africa,3076,3475512,84,91312
2022-01-05,South Africa,8078,3483590,139,91451
2022-01-06,South Africa,11106,3494696,110,91561
2022-01-07,South Africa,9858,3504554,551,92112
2022-01-08,South Africa,9259,3513813,140,92252
2022-01-09,South Africa,7699,3521512,119,92371
2022-01-10,South Africa,4542,3526054,82,92453
2022-01-11,South Africa,2409,3528463,77,92530
2022-01-12,South Africa,5668,3534131,119,92649
2022-01-13,South Africa,6760,3540891,181,92830
2022-01-14,South Africa,5917,3546808,159,92989
2022-01-15,South Africa,5235,3552043,128,93117
2022-01-16,South Africa,4590,3556633,161,93278
2022-01-17,South Africa,2597,3559230,86,93364
2022-01-18,South Africa,1691,3560921,87,93451
2022-01-19,South Africa,3657,3564578,100,93551
2022-01-20,South Africa,4322,3568900,156,93707
2022-01-21,South Africa,3960,3572860,139,93846
2022-01-22,South Africa,3519,3576379,103,93949
2022-01-23,South Africa,3049,3579428,114,94063
2022-01-24,South Africa,1931,3581359,114,94177
2022-01-25,South Africa,1332,3582691,88,94265
2022-01-26,South Africa,3197,3585888,132,94397
2022-01-27,South Africa,4511,3590399,94,94491
2022-01-28,South Africa,4100,3594499,160,94651
2022-01-29,South Africa,3789,3598288,133,94784
2022-01-30,South Africa,3342,3601630,121,94905
2022-01-31,South Africa,2226,3603856,117,95022
2022-02-01,South Africa,1366,3605222,71,95093
2022-02-02,South Africa,3085,3608307,195,95288
2022-02-03,South Africa,4502,3612809,175,95463
2022-02-04,South Africa,3266,3616075,82,95545
2022-02-05,South Africa,2778,3618853,221,95766
2022-02-06,South Africa,3357,3622210,51,95817
2022-02-07,South Africa,1752,3623962,18,95835
2022-02-08,South Africa,1228,3625190,186,96021
2022-02-09,South Africa,2824,3628014,268,96289
2022-02-10,South Africa,3628,3631642,213,96502
2022-02-11,South Africa,3169,3634811,203,96705
2022-02-12,South Africa,2862,3637673,146,96851
2022-02-13,South Africa,2489,3640162,134,96985
2022-02-14,South Africa,1649,3641811,8,96993
2022-02-15,South Africa,1094,3642905,257,97250
2022-02-16,South Africa,2364,3645269,181,97431
2022-02-17,South Africa,3699,3648968,89,97520
2022-02-18,South Africa,3056,3652024,435,97955
2022-02-19,South Africa,2800,3654824,343,98298
2022-02-20,South Africa,2267,3657091,319,98617
2022-02-21,South Africa,1456,3658547,50,98667
2022-02-22,South Africa,1151,3659698,137,98804
2022-02-23,South Africa,2334,3662032,64,98868
2022-02-24,South Africa,3117,3665149,110,98978
2022-02-25,South Africa,2411,3667560,40,99018
2022-02-26,South Africa,2111,3669671,127,99145
2022-02-27,South Africa,2320,3671991,46,99191
2022-02-28,South Africa,1266,3673257,38,99229
2022-03-01,South Africa,785,3674042,183,99412
2022-03-02,South Africa,1649,3675691,18,99430
2022-03-03,South Africa,1995,3677686,28,99458
2022-03-04,South Africa,1853,3679539,41,99499
2022-03-05,South Africa,1898,3681437,18,99517
2022-03-06,South Africa,1735,3683172,26,99543
2022-03-07,South Africa,1147,3684319,0,99543
2022-03-08,South Africa,801,3685120,66,99609
2022-03-09,South Africa,1436,3686556,16,99625
2022-03-10,South Africa,1867,3688423,31,99656
2022-03-11,South Africa,1868,3690291,25,99681
2022-03-12,South Africa,1671,3691962,28,99709
2022-03-13,South Africa,1570,3693532,3,99712
2022-03-14,South Africa,972,3694504,13,99725
2022-03-15,South Africa,671,3695175,0,99725
2022-03-16,South Africa,1648,3696823,2,99727
2022-03-17,South Africa,1980,3698803,40,99767
2022-03-18,South Africa,1681,3700484,62,99829
2022-03-19,South Africa,1558,3702042,39,99868
2022-03-20,South Africa,1287,3703329,11,99879
2022-03-21,South Africa,889,3704218,2,99881
2022-03-22,South Africa,566,3704784,9,99890
2022-03-23,South Africa,912,3705696,3,99893
2022-03-24,South Africa,1393,3707089,6,99899
2022-03-25,South Africa,2120,3709209,33,99932
2022-03-26,South Africa,1557,3710766,7,99939
2022-03-27,South Africa,1497,3712263,26,99965
2022-03-28,South Africa,989,3713252,1,99966
2022-03-29,South Africa,581,3713833,4,99970
2022-03-30,South Africa,1557,3715390,6,99976
2022-03-31,South Africa,1677,3717067,44,100020
2022-04-01,South Africa,1886,3718953,12,100032
2022-04-02,South Africa,1692,3720645,10,100042
2022-04-03,South Africa,1420,3722065,4,100046
2022-04-04,South Africa,889,3722954,4,100050
2022-04-05,South Africa,685,3723639,2,100052
2022-04-06,South Africa,1538,3725177,15,100067
2022-04-07,South Africa,2031,3727208,3,100070
2022-04-08,South Africa,1481,3728689,5,100075
2022-04-09,South Africa,1377,3730066,9,100084
2022-04-10,South Africa,1181,3731247,12,100096
2022-04-11,South Africa,828,3732075,0,100096
2022-04-12,South Africa,553,3732628,2,100098
2022-04-13,South Africa,1291,3733919,18,100116
2022-04-14,South Africa,1659,3735578,16,100132
2022-04-15,South Africa,1768,3737346,6,100138
2022-04-16,South Africa,1846,3739192,4,100142
2022-04-17,South Africa,1206,3740398,2,100144
2022-04-18,South Africa,832,3741230,3,100147
2022-04-19,South Africa,877,3742107,34,100181
2022-04-20,South Africa,1475,3743582,14,100195
2022-04-21,South Africa,2842,3746424,16,100211
2022-04-22,South Africa,4406,3750830,65,100276
2022-04-23,South Africa,4629,3755459,10,100286
2022-04-24,South Africa,4230,3759689,12,100298
2022-04-25,South Africa,3222,3762911,5,100303
2022-04-26,South Africa,1954,3764865,30,100333
2022-04-27,South Africa,5062,3769927,15,100348
2022-04-28,South Africa,6371,3776298,3,100351
2022-04-29,South Africa,0,3776298,0,100351
2022-04-30,South Africa,9100,3785398,9,100360
2022-05-01,South Africa,6527,3791925,3,100363
2022-05-02,South Africa,3838,3795763,0,100363
2022-05-03,South Africa,2650,3798413,7,100370
2022-05-04,South Africa,3785,3802198,7,100377
2022-05-05,South Africa,15927,3818125,94,100471
2022-05-06,South Africa,0,3818125,0,100471
2022-05-07,South Africa,9253,3827378,34,100505
2022-05-08,South Africa,8524,3835902,11,100516
2022-05-09,South Africa,5486,3841388,7,100523
2022-05-10,South Africa,3237,3844625,10,100533
2022-05-11,South Africa,7523,3852148,26,100559
2022-05-12,South Africa,10017,3862165,50,100609
2022-05-13,South Africa,8920,3871085,21,100630
2022-05-14,South Africa,8349,3879434,114,100744
2022-05-15,South Africa,8015,3887449,9,100753
2022-05-16,South Africa,4344,3891793,2,100755
2022-05-17,South Africa,2952,3894745,16,100771
2022-05-18,South Africa,5096,3899841,41,100812
2022-05-19,South Africa,8179,3908020,55,100867
2022-05-20,South Africa,7238,3915258,31,100898
2022-05-21,South Africa,6375,3921633,18,100916
2022-05-22,South Africa,5019,3926652,15,100931
2022-05-23,South Africa,3220,3929872,2,100933
2022-05-24,South Africa,1662,3931534,19,100952
2022-05-25,South Africa,4227,3935761,50,101002
2022-05-26,South Africa,5284,3941045,41,101043
2022-05-27,South Africa,3800,3944845,49,101092
2022-05-28,South Africa,3274,3948119,36,101128
2022-05-29,South Africa,4074,3952193,14,101142
2022-05-30,South Africa,1774,3953967,4,101146
2022-05-31,South Africa,1004,3954971,16,101162
2022-06-01,South Africa,2806,3957777,28,101190
2022-06-02,South Africa,2647,3960424,29,101219
2022-06-03,South Africa,2970,3963394,31,101250
2022-06-04,South Africa,2028,3965422,35,101285
2022-06-05,South Africa,1656,3967078,28,101313
2022-06-06,South Africa,1127,3968205,4,101317
2022-06-07,South Africa,726,3968931,33,101350
2022-06-08,South Africa,2062,3970993,47,101397
2022-06-09,South Africa,2093,3973086,27,101424
2022-06-10,South Africa,1976,3975062,24,101448
2022-06-11,South Africa,1591,3976653,20,101468
2022-06-12,South Africa,975,3977628,9,101477
2022-06-13,South Africa,962,3978590,7,101484
2022-06-14,South Africa,536,3979126,25,101509
2022-06-15,South Africa,710,3979836,41,101550
2022-06-16,South Africa,1903,3981739,26,101576
2022-06-17,South Africa,1936,3983675,8,101584
2022-06-18,South Africa,971,3984646,5,101589
2022-06-19,South Africa,960,3985606,9,101598
2022-06-20,South Africa,995,3986601,6,101604
2022-06-21,South Africa,291,3986892,16,101620
2022-06-22,South Africa,1087,3987979,20,101640
2022-06-23,South Africa,1028,3989007,57,101697
2022-06-24,South Africa,1050,3990057,7,101704
2022-06-25,South Africa,1887,3991944,23,101727
2022-06-26,South Africa,505,3992449,4,101731
2022-06-27,South Africa,212,3992661,9,101740
2022-06-28,South Africa,343,3993004,5,101745
2022-06-29,South Africa,440,3993444,19,101764
2022-06-30,South Africa,399,3993843,29,101793
2022-07-01,South Africa,380,3994223,16,101809
2022-07-02,South Africa,842,3995065,2,101811
2022-07-03,South Africa,226,3995291,1,101812
2022-07-04,South Africa,109,3995400,3,101815
2022-07-05,South Africa,384,3995784,32,101847
2022-07-06,South Africa,657,3996441,12,101859
2022-07-07,South Africa,463,3996904,9,101868
2022-07-08,South Africa,365,3997269,8,101876
2022-07-09,South Africa,0,3997269,0,101876
2022-07-10,South Africa,0,3997269,0,101876
2022-07-11,South Africa,706,3997975,4,101880
2022-07-12,South Africa,491,3998466,15,101895
2022-07-13,South Africa,397,3998863,12,101907
2022-07-14,South Africa,482,3999345,8,101915
2022-07-15,South Africa,406,3999751,3,101918
2022-07-16,South Africa,0,3999751,0,101918
2022-07-17,South Africa,0,3999751,0,101918
2022-07-18,South Africa,0,3999751,0,101918
